trial_number,alpha_id,traj_id,human_ave,overall_ave,human_total,overall_total,human_dim_ave,overall_dim_ave,human_dim_total,overall_dim_total
12,4,1,0.045426021189061055,0.036340816951248835,18.897224814649398,15.117779851719515,"[0.03490296234472155, 0.017747292278039877, 0.014568958857023159]","[0.027922369875777245, 0.01419783382243191, 0.011655167085618527]","[14.519632335404166, 7.382873587664589, 6.060686884521634]","[11.615705868323333, 5.906298870131675, 4.8485495076173075]"
13,4,2,0.045551381248898556,0.036441104999118866,18.949374599541798,15.159499679633448,"[0.03507330200634675, 0.01512695006180653, 0.016330099752996714]","[0.028058641605077386, 0.01210156004944521, 0.013064079802397375]","[14.590493634640248, 6.2928112257115165, 6.793321497246633]","[11.672394907712192, 5.034248980569207, 5.434657197797308]"
14,4,4,0.04793276180218144,0.03834620944174511,19.94002890970748,15.952023127765965,"[0.03525454160579144, 0.012166171224235309, 0.02363825004117187]","[0.02820363328463312, 0.009732936979388242, 0.01891060003293751]","[14.665889308009238, 5.0611272292818885, 9.833512017127498]","[11.732711446407379, 4.048901783425508, 7.866809613702005]"
15,4,5,0.04937749176805217,0.039501993414441744,20.541036575509704,16.432829260407765,"[0.03995141417028022, 0.008452828437108515, 0.023440131564942138]","[0.03196113133622415, 0.006762262749686812, 0.018752105251953713]","[16.61978829483657, 3.516376629837142, 9.751094731015929]","[13.295830635869246, 2.813101303869714, 7.800875784812745]"
16,5,4,0.046616070119546285,0.046616070119546285,19.392285169731256,19.392285169731256,"[0.037925263078117166, 0.008619803312093933, 0.019579113245989085]","[0.037925263078117166, 0.008619803312093933, 0.019579113245989085]","[15.776909440496741, 3.5858381778310764, 8.14491111033146]","[15.776909440496741, 3.5858381778310764, 8.14491111033146]"
17,5,3,0.03727029932673654,0.03727029932673654,15.5044445199224,15.5044445199224,"[0.029580447850736564, 0.010153209432056939, 0.015465681305803705]","[0.029580447850736564, 0.010153209432056939, 0.015465681305803705]","[12.30546630590641, 4.223735123735686, 6.433723423214341]","[12.30546630590641, 4.223735123735686, 6.433723423214341]"
18,5,5,0.06090452723184558,0.06090452723184558,25.33628332844776,25.33628332844776,"[0.05017880024685122, 0.01861860404541384, 0.021885724973473412]","[0.05017880024685122, 0.01861860404541384, 0.021885724973473412]","[20.87438090269011, 7.745339282892157, 9.10446158896494]","[20.87438090269011, 7.745339282892157, 9.10446158896494]"
19,5,1,0.04426174146363009,0.04426174146363009,18.41288444887012,18.41288444887012,"[0.03554505448068245, 0.019288245003350673, 0.012468165199847834]","[0.03554505448068245, 0.019288245003350673, 0.012468165199847834]","[14.7867426639639, 8.02390992139388, 5.186756723136699]","[14.7867426639639, 8.02390992139388, 5.186756723136699]"
20,5,2,0.03633118069971423,0.03633118069971423,15.077439990381405,15.077439990381405,"[0.02876968776239633, 0.012755033801848805, 0.012111938545858635]","[0.02876968776239633, 0.012755033801848805, 0.012111938545858635]","[11.939420421394477, 5.293339027767254, 5.026454496531334]","[11.939420421394477, 5.293339027767254, 5.026454496531334]"
21,1,1,0.05723874381772516,0.011447748763545025,23.811317428173666,4.762263485634731,"[0.04320120928526125, 0.0194022978969791, 0.02596194748357124]","[0.008640241857052257, 0.0038804595793958214, 0.005192389496714248]","[17.97170306266868, 8.071355925143306, 10.800170153165636]","[3.594340612533739, 1.6142711850286617, 2.160034030633127]"
22,1,4,0.049877379278852434,0.00997547585577048,20.69911240072376,4.139822480144749,"[0.0389604672407849, 0.015143317024452324, 0.020666616899893152]","[0.007792093448156979, 0.0030286634048904645, 0.004133323379978635]","[16.168593904925732, 6.284476565147714, 8.576646013455658]","[3.2337187809851464, 1.2568953130295428, 1.7153292026911333]"
23,1,5,0.039784130846633986,0.007956826169326804,16.55019843219974,3.3100396864399504,"[0.02728642132616218, 0.01232656766955632, 0.021278500954645375]","[0.005457284265232435, 0.0024653135339112653, 0.004255700190929075]","[11.351151271683467, 5.127852150535429, 8.851856397132476]","[2.270230254336693, 1.0255704301070863, 1.7703712794264952]"
24,1,3,0.06428665731484154,0.0128573314629683,26.743249442974083,5.348649888594813,"[0.035224093978023195, 0.03491995320223406, 0.03395442018758726]","[0.0070448187956046425, 0.00698399064044682, 0.006790884037517452]","[14.65322309485765, 14.526700532129368, 14.125038798036298]","[2.9306446189715314, 2.9053401064258773, 2.82500775960726]"
25,1,2,0.06534152877829982,0.013068305755659971,27.182075971772726,5.436415194354548,"[0.035706565603827595, 0.03782416979214294, 0.024642631778625412]","[0.00714131312076552, 0.007564833958428587, 0.0049285263557250865]","[14.85393129119228, 15.734854633531464, 10.251334819908172]","[2.9707862582384563, 3.146970926706292, 2.050266963981636]"
26,2,2,0.04808743290747586,0.019234973162990346,20.004372089509957,8.001748835803983,"[0.032027228005019615, 0.017472366856433816, 0.02465530188808642]","[0.012810891202007853, 0.006988946742573516, 0.009862120755234571]","[13.32332685008816, 7.268504612276468, 10.256605585443952]","[5.3293307400352665, 2.9074018449105825, 4.102642234177582]"
27,2,1,0.03833607058513362,0.015334428234053468,15.87113322224532,6.348453288898136,"[0.03335101054842822, 0.00843134489922103, 0.013504485611846584]","[0.013340404219371285, 0.0033725379596884143, 0.005401794244738633]","[13.807318367049284, 3.4905767882775063, 5.590857043304486]","[5.522927346819712, 1.3962307153110036, 2.236342817321794]"
28,2,4,0.03639967409015186,0.014559869636060738,15.142264421503173,6.0569057686012675,"[0.02758801042687997, 0.00767676400222952, 0.017499294802328882]","[0.011035204170751985, 0.003070705600891808, 0.0069997179209315506]","[11.476612337582067, 3.1935338249274805, 7.279706637768815]","[4.590644935032826, 1.2774135299709921, 2.911882655107525]"
29,2,3,0.06210696264516233,0.02484278505806495,25.83649646038753,10.33459858415502,"[0.04856382193683055, 0.02081677333687508, 0.02331570894863731]","[0.019425528774732227, 0.008326709334750033, 0.009326283579454916]","[20.20254992572151, 8.659777708140034, 9.69933492263312]","[8.081019970288606, 3.463911083256014, 3.879733969053245]"
30,2,5,0.048104392884869375,0.019241757153947756,19.96332304722079,7.985329218888318,"[0.04166740913040143, 0.01275682782556145, 0.014115961315559929]","[0.01666696365216057, 0.005102731130224578, 0.005646384526223973]","[17.291974789116594, 5.294083547608001, 5.85812394595737]","[6.916789915646636, 2.1176334190432, 2.343249578382949]"
