trial_number,alpha_id,traj_id,human_ave,overall_ave,human_total,overall_total,human_dim_ave,overall_dim_ave,human_dim_total,overall_dim_total
11,2,4,0.09218402127088265,0.03687360850835308,38.348552848687184,15.33942113947488,"[0.01226927166889167, 0.08091673492377095, 0.03717452149141193]","[0.004907708667556681, 0.03236669396950837, 0.014869808596564773]","[5.104017014258934, 33.66136172828872, 15.464600940427362]","[2.041606805703579, 13.464544691315481, 6.185840376170946]"
12,2,5,0.027291317368070864,0.01091652694722834,11.353188025117479,4.541275210046989,"[0.01729685165342763, 0.014273661920176121, 0.020769108101109608]","[0.006918740661371051, 0.005709464768070451, 0.008307643240443852]","[7.195490287825894, 5.937843358793266, 8.639948970061598]","[2.8781961151303572, 2.3751373435173075, 3.4559795880246424]"
13,2,3,0.01889726017540775,0.007558904070163098,7.861260232969625,3.144504093187849,"[0.01496368384937466, 0.01090487565214657, 0.013613390021895313]","[0.005985473539749866, 0.0043619502608586245, 0.005445356008758131]","[6.224892481339858, 4.536428271292974, 5.66317024910845]","[2.4899569925359444, 1.8145713085171877, 2.2652680996433823]"
14,2,1,0.0344941092189203,0.013797643687568103,14.349549435070845,5.739819774028331,"[0.024457159012182986, 0.0176764016643131, 0.026466427200614758]","[0.00978286360487319, 0.0070705606657252415, 0.010586570880245904]","[10.174178149068123, 7.35338309235425, 11.010033715455739]","[4.069671259627247, 2.9413532369417004, 4.404013486182296]"
15,2,2,0.026766179493638555,0.01070647179745542,11.134730669353639,4.4538922677414545,"[0.03355564316445835, 0.012845758819734423, 0.021298868937899448]","[0.013422257265783345, 0.005138303527893771, 0.008519547575159776]","[13.959147556414676, 5.34383566900952, 8.86032947816617]","[5.583659022565872, 2.1375342676038085, 3.5441317912664667]"
16,1,5,0.030626786957772198,0.006125357391554444,12.740743374433235,2.5481486748866486,"[0.0319408197740548, 0.019562808078027835, 0.019725487834691434]","[0.006388163954810965, 0.003912561615605563, 0.003945097566938282]","[13.287381026006797, 8.13812816045958, 8.205802939231637]","[2.6574762052013616, 1.6276256320919145, 1.6411605878463251]"
17,1,1,0.028463409879471324,0.005692681975894261,11.84077850986007,2.3681557019720127,"[0.023118932338350977, 0.014268089579156039, 0.020404079589408368]","[0.004623786467670194, 0.002853617915831212, 0.0040808159178816784]","[9.617475852754007, 5.935525264928912, 8.48809710919388]","[1.9234951705508008, 1.1871050529857843, 1.6976194218387781]"
18,1,4,0.027224753575316823,0.005444950715063364,11.325497487331798,2.2650994974663594,"[0.029057423135271983, 0.017435940870229424, 0.01852888490666524]","[0.005811484627054398, 0.003487188174045887, 0.0037057769813330526]","[12.087888024273145, 7.253351402015441, 7.708016121172739]","[2.4175776048546296, 1.450670280403089, 1.5416032242345499]"
19,1,2,0.025364421842826248,0.005072884368565247,10.55159948661572,2.1103198973231425,"[0.0351696733884765, 0.016359810530348656, 0.016440808359692784]","[0.0070339346776953, 0.0032719621060697344, 0.003288161671938555]","[14.630584129606223, 6.805681180625041, 6.839376277632199]","[2.926116825921245, 1.3611362361250094, 1.3678752555264388]"
20,1,3,0.042482992362994326,0.008496598472598864,17.67292482300564,3.534584964601127,"[0.02695033901365382, 0.032272210012206315, 0.023934406783193286]","[0.005390067802730769, 0.006454442002441262, 0.0047868813566386515]","[11.21134102967999, 13.425239365077827, 9.956713221808407]","[2.242268205936, 2.685047873015565, 1.991342644361679]"
21,5,2,0.041791896733605664,0.041791896733605664,17.34363714444635,17.34363714444635,"[0.031086381696644145, 0.023490122881035476, 0.03175478212412652]","[0.031086381696644145, 0.023490122881035476, 0.03175478212412652]","[12.90084840410732, 9.748400995629723, 13.178234581512504]","[12.90084840410732, 9.748400995629723, 13.178234581512504]"
22,5,4,0.030349207093951502,0.030349207093951502,12.625270151083825,12.625270151083825,"[0.013292275476534719, 0.015341696279984572, 0.024053774644844848]","[0.013292275476534719, 0.015341696279984572, 0.024053774644844848]","[5.529586598238443, 6.382145652473582, 10.006370252255456]","[5.529586598238443, 6.382145652473582, 10.006370252255456]"
23,5,5,0.031034057963266068,0.031034057963266068,12.910168112718685,12.910168112718685,"[0.020528596216406254, 0.013680737954600945, 0.025901392974034907]","[0.020528596216406254, 0.013680737954600945, 0.025901392974034907]","[8.539896026025001, 5.6911869891139935, 10.77497947719852]","[8.539896026025001, 5.6911869891139935, 10.77497947719852]"
24,5,3,0.040081811056199894,0.040081811056199894,16.674033399379155,16.674033399379155,"[0.022194727149751327, 0.02185071873087744, 0.029909618026658744]","[0.022194727149751327, 0.02185071873087744, 0.029909618026658744]","[9.233006494296552, 9.089898992045015, 12.442401099090038]","[9.233006494296552, 9.089898992045015, 12.442401099090038]"
25,5,1,0.05127311943677592,0.05127311943677592,21.329617685698782,21.329617685698782,"[0.01868977619972018, 0.031276180833870064, 0.03330245585201695]","[0.01868977619972018, 0.031276180833870064, 0.03330245585201695]","[7.774946899083594, 13.010891226889946, 13.85382163443905]","[7.774946899083594, 13.010891226889946, 13.85382163443905]"
26,4,1,0.027592026331625292,0.022073621065300246,11.478282953956121,9.182626363164902,"[0.02889994128937638, 0.014148670704803069, 0.022068600983075243]","[0.023119953031501127, 0.011318936563842457, 0.017654880786460207]","[12.022375576380574, 5.8858470131980765, 9.180538008959301]","[9.617900461104469, 4.708677610558462, 7.344430407167446]"
27,4,3,0.029885141099019415,0.023908112879215536,12.432218697192077,9.945774957753663,"[0.023267259441002257, 0.015243240409443134, 0.02331158144222436]","[0.018613807552801804, 0.012194592327554503, 0.0186492651537795]","[9.67917992745694, 6.341188010328343, 9.697617879965334]","[7.74334394196555, 5.072950408262673, 7.758094303972273]"
28,4,2,0.042348544239376916,0.03387883539150151,17.616994403580797,14.093595522864629,"[0.02071657611752087, 0.022179860524227817, 0.033397705417134736]","[0.016573260894016704, 0.017743888419382275, 0.02671816433370778]","[8.618095664888681, 9.226821978078771, 13.89344545352805]","[6.894476531910948, 7.381457582463026, 11.114756362822437]"
29,4,5,0.04236169549735867,0.033889356397886934,17.622465326901207,14.097972261520965,"[0.024273133444691525, 0.02457302891152703, 0.03064942804573717]","[0.019418506755753205, 0.019658423129221617, 0.02451954243658973]","[10.097623512991674, 10.222380027195245, 12.750162067026663]","[8.078098810393334, 8.177904021756193, 10.200129653621328]"
30,4,4,0.013075674839235106,0.010460539871388104,5.439480733121804,4.351584586497451,"[0.022800954619013394, 0.006945788920830164, 0.00972395676713597]","[0.018240763695210705, 0.00555663113666413, 0.007779165413708781]","[9.485197121509572, 2.8894481910653482, 4.045166015128563]","[7.588157697207653, 2.311558552852278, 3.236132812102853]"
